0.9176,3270
1.0305,4206
0.9019,3174
0.994,3947
0.9096,3260
0.9928,3889
0.9478,3551
0.9086,3234
1.0485,4446
1.0222,4184
1.0731,4652
1.0118,4109
0.941,3484
1.0299,4185
1.0789,4667
0.9563,3643
1.0148,4086
1.0822,4668
1.0859,4669
1.0862,4768
0.9981,3981
0.9782,3834
1.027,4294
0.9249,3460
1.0609,4564
0.9153,3333
1.0036,4075
0.9132,3223
1.0652,4579
0.9831,3839
0.9104,3305
1.0681,4561
0.9486,3464
1.0471,4402
1.0248,4178
1.0517,4410
0.9501,3527
1.0672,4522
1.0627,4465
1.0506,4484
0.9851,3827
1.0615,4489
0.92,3233
0.9763,3801
0.9122,3287
0.9769,3737
0.9764,3788
0.9517,3596
0.9476,3558
1.0214,4124
0.929,3423
0.9261,3411
1.0662,4605
0.9722,3793
1.0967,4739
0.9792,3774
0.9924,3931
0.9076,3190
1.0874,4761
0.9522,3550
0.9879,3777
1.034,4219
0.9392,3500
0.9448,3503
0.9689,3833
1.0623,4400
0.9654,3763
0.9123,3261
0.9922,3940
0.9673,3773
0.9124,3264
1.052,4462
1.0332,4283
0.9435,3505
1.0764,4675
0.9609,3673
1.0001,3958
0.9004,3139
0.9906,3880
0.9898,3992
0.983,3828
1.0324,4196
1.0015,3917
0.9311,3449
1.048,4322
0.933,3370
1.0533,4444
0.9032,3178
1.0815,4727
1.0182,4229
0.9472,3532
0.9957,3984
0.9001,3289
1.0246,4206
0.9886,3822
1.0539,4498
1.0306,4151
1.0906,4685
1.0611,4504
1.0404,4239
1.0684,4566
1.043,4357
0.9875,3856
1.0748,4520
1.0692,4516
0.9495,3551
0.9078,3195
1.0808,4719
1.0847,4772
1.031,4216
1.097,4756
0.9415,3551
0.9554,3610
0.977,3816
0.9167,3288
1.0097,4145
0.9972,3975
0.9976,4022
0.9228,3392
1.0561,4434
1.0945,4840
0.9348,3447
0.9543,3609
1.0817,4701
1.0942,4834
0.9717,3723
0.9407,3463
0.9256,3238
0.9558,3704
0.9543,3602
1.0157,4020
1.0589,4517
0.905,3216
1.0547,4377
0.9266,3430
1.0013,4027
0.9107,3238
1.0327,4321
0.9686,3663
1.0467,4277
0.9081,3179
1.0726,4653
1.0231,4096
1.0514,4382
0.9692,3718
0.9196,3332
0.9115,3241
0.9797,3844
0.9468,3545
1.0197,4187
1.0848,4647
0.9541,3586
0.9242,3367
0.9908,3879
0.9995,4066
1.0908,4660
1.0777,4673
0.9332,3320
1.0241,4182
1.0906,4792
0.9773,3755
0.9218,3272
1.037,4212
1.094,4728
0.9993,3945
1.0666,4523
0.9077,3211
0.9076,3247
0.9197,3368
0.9586,3638
1.0971,4913
0.905,3199
1.0347,4320
0.9374,3455
1.0094,3965
1.0867,4673
0.9179,3287
1.0246,4208
0.9499,3546
0.9757,3704
0.9938,3906
0.95,3464
1.096,4867
1.0755,4768
1.0946,4777
1.1,4922
0.9477,3539
0.9332,3387
0.9556,3692
0.9077,3143
1.0224,4176
0.9598,3593
1.0179,4199
1.0441,4328
1.0343,4275
1.0332,4305
0.964,3704
0.9316,3315
1.0638,4476
0.9252,3277
1.065,4481
0.9179,3336
0.976,3737
1.0284,4220
0.9009,3241
0.9376,3498
0.9455,3446
1.0779,4659
1.071,4564
0.9423,3508
1.0054,4029
0.9003,3248
1.0106,4042
1.0772,4587
1.0681,4609
1.0859,4718
1.0167,4141
0.9146,3292
0.9015,3176
0.9263,3315
0.9559,3602
0.9135,3308
1.0487,4450
0.9161,3273
0.998,3871
1.0929,4844
0.979,3823
0.9772,3771
1.067,4693
1.084,4682
1.0107,4077
0.9177,3265
1.053,4363
1.0498,4337
1.073,4570
1.046,4408
0.9018,3219
1.0569,4346
1.039,4295
0.9879,3927
0.9573,3534
0.9068,3235
1.0724,4582
1.0384,4254
0.9433,3557
1.0943,4902
0.9822,3773
1.0537,4405
0.9825,3821
0.9551,3512
1.0221,4157
1.0575,4427
0.9351,3425
1.0741,4618
1.0921,4760
0.962,3668
1.0391,4329
0.9151,3223
1.0662,4566
0.9999,3970
1.0137,4102
1.0676,4618
1.0826,4632
0.9925,3897
1.0165,4067
1.0326,4274
0.9729,3709
0.9178,3337
1.0923,4777
0.9405,3449
1.0971,4826
1.0743,4536
1.0151,4097
1.07,4558
0.9622,3607
0.9799,3871
1,3940
0.9802,3754
1.0866,4670
1.0401,4376
0.9942,3957
1.0113,4047
1.0579,4505
0.9404,3421
1.0009,4009
0.9322,3296
1.0721,4505
0.9792,3743
0.9001,3255
0.9896,3914
0.9985,3989
0.9344,3459
0.937,3507
0.9557,3596
1.0456,4293
0.9186,3278
1.005,4069
1.0601,4606
0.9648,3681
1.0999,4725
1.0563,4304
1.0318,4264
0.9175,3266
0.9308,3355
1.0031,4081
0.9138,3174
0.9029,3207
1.0169,4128
0.9906,3956
0.9292,3417
0.9082,3220
0.9626,3649
1.0905,4776
0.9576,3646
1.0637,4509
0.945,3503
0.9232,3346
0.9323,3430
0.9296,3334
1.0787,4618
0.9169,3247
1.0463,4348
1.0847,4755
0.9417,3518
1.0214,4156
0.9923,3944
0.9472,3540
0.947,3569
0.981,3853
1.0998,4730
1.0252,4172
0.9365,3461
0.9665,3776
1.0827,4767
1.061,4503
0.9809,3818
1.064,4574
0.9617,3651
0.9344,3453
0.9925,3848
1.0567,4512
0.9902,3906
0.9133,3316
0.9972,3938
1.0526,4453
0.9853,3927
0.913,3256
1.0597,4559
1.0695,4603
0.9679,3804
1.0611,4479
0.9542,3640
1.0138,4076
0.911,3258
1.0024,4022
1.0164,4165
0.9935,3969
0.9868,3801
0.9899,3820
1.0186,4170
0.9498,3663
0.9975,3894
1.0266,4178
1.0884,4855
1.0692,4557
0.9847,3777
0.9492,3564
0.9303,3362
1.035,4305
0.9704,3743
0.9659,3703
0.9791,3859
0.9291,3427
1.0211,4167
0.9073,3215
0.9416,3498
1.0748,4545
1.0631,4471
1.0553,4429
0.9007,3183
0.9055,3149
1.07,4592
0.9518,3548
1.0433,4399
1.0986,4867
0.9392,3457
0.9636,3646
1.0586,4431
0.9628,3729
1.0567,4440
0.9549,3550
0.9332,3424
0.9949,3886
1.0724,4567
1.0529,4380
0.9055,3278
1.0383,4252
1.0505,4370
0.9961,4019
0.9436,3504
1.0346,4219
1.095,4858
1.0797,4693
0.9031,3165
0.9495,3594
1.0297,4229
0.9269,3375
1.0499,4529
1.0351,4265
0.941,3576
1.0153,4162
1.0086,4023
0.976,3835
1.0351,4287
1.0347,4321
1.0748,4722
1.0839,4734
0.9865,3904
1.0829,4699
0.9493,3599
1.0695,4532
0.9121,3382
1.0686,4469
1.0517,4513
0.9524,3575
0.9305,3353
0.977,3798
1.0394,4329
0.9432,3423
0.9813,3821
1.0638,4531
0.9237,3324
1.0393,4304
1.0049,4003
0.9281,3386
0.9141,3261
1.0054,3940
0.9047,3161
1.0372,4305
1.0888,4801
1.0557,4466
1.062,4529
0.9344,3444
0.9007,3201
1.0913,4698
1.0122,4056
0.9112,3316
1.0304,4290
1.0075,4023
1.043,4298
0.9397,3455
0.9363,3517
1.0515,4426
1.0676,4574
1.0748,4675
0.9591,3578
1.0997,4910
1.0828,4697
0.9598,3637
1.0228,4185
0.9535,3543
1.0401,4263
0.9953,3998
0.9214,3308
0.9699,3744
1.0673,4573
1.0726,4697
1.073,4520
0.9303,3381
0.9859,3827
0.9183,3350
0.9152,3294
1.0321,4333
1.0398,4375
1.0037,3952
1.0424,4322
0.9789,3755
1.0803,4635
0.937,3467
1.0637,4476
0.936,3474
0.9144,3320
0.9134,3305
1.0599,4517
0.9054,3201
1.0826,4662
1.0978,4800
1.0278,4255
0.9521,3692
1.0682,4590
0.9273,3450
0.9965,3972
0.9174,3294
1.0919,4741
0.9333,3390
0.9704,3714
1.0247,4194
0.9301,3322
0.918,3330
0.9376,3477
0.9597,3685
0.9375,3404
1.008,4026
1.0109,4133
1.0042,3995
0.9035,3127
0.9769,3757
0.9723,3701
0.9988,3865
0.9688,3759
0.946,3490
0.9099,3252
1.0829,4699
1.0614,4579
1.0097,4087
0.9171,3270
1.0495,4432
0.9266,3306
1.0421,4300
0.9495,3573
0.9465,3515
0.9867,3898
1.0031,4027
0.99,3889
0.9373,3463
0.9724,3733
0.9747,3755
0.9123,3265
0.9603,3659
0.9113,3267
1.0543,4556
0.9254,3348
0.9204,3330
0.9594,3651
0.9628,3667
0.9824,3847
0.9815,3851
0.9122,3237
0.9687,3759
1.0517,4372
1.0212,4078
0.9416,3526
1.0436,4318
0.9668,3606
0.9054,3219
1.0657,4521
1.0925,4762
0.9277,3395
0.9108,3224
0.9816,3711
