0.903,3231
0.9324,3416
1.019,4091
0.9108,3233
1.062,4528
0.966,3725
1.0885,4760
1.0802,4711
0.9614,3720
1.0344,4285
1.0368,4217
1.0055,3999
1.068,4596
1.0531,4457
1.0966,4919
1.0654,4551
0.9076,3309
1.0057,3922
0.9532,3566
1.0469,4331
1.0023,3934
1.0475,4482
1.0627,4508
1.0518,4383
0.9335,3436
1.012,4026
0.9675,3706
0.9948,3885
0.9312,3406
1.0846,4712
0.9032,3190
0.929,3328
1.0049,3976
1.0671,4550
1.0516,4468
1.0874,4773
0.9239,3376
1.0448,4456
0.9349,3457
1.0952,4909
0.9124,3269
1.0269,4183
1.0858,4675
0.9094,3260
0.9941,3931
1.0172,4102
0.9665,3747
0.9032,3110
1.0157,4021
0.9826,3867
0.9269,3355
1.0331,4283
1.0551,4471
1.0533,4414
0.9599,3639
1.0902,4770
1.0175,4110
0.9384,3418
1.0589,4528
1.0201,4078
1.0905,4825
1.01,4016
0.9486,3547
1.068,4463
1.0569,4340
0.9584,3571
0.9406,3404
0.9466,3446
1.0205,4210
0.9235,3323
1.0613,4419
0.9411,3484
1.0007,3917
1.0704,4516
1.0547,4447
0.9722,3748
1.069,4541
0.9567,3675
0.9538,3617
1.0361,4313
1.0313,4368
1.0948,4808
1.0022,4026
1.0434,4272
0.9559,3639
0.9242,3360
0.9288,3412
0.9459,3510
0.9697,3700
0.9215,3372
1.074,4598
1.0787,4604
1.0802,4615
1.0022,3999
1.0096,4062
0.9317,3398
0.9931,3890
0.9747,3714
1.066,4585
1.0325,4339
0.9376,3462
0.9043,3169
0.9809,3836
0.9687,3655
1.0427,4373
1.0617,4708
0.9457,3514
0.9348,3415
1.0431,4322
1.0033,3963
1.09,4823
0.9189,3283
1.0991,4904
1.0472,4425
1.0544,4454
0.9751,3804
0.9635,3703
0.9736,3645
0.956,3554
0.9835,3790
0.9682,3687
1.0022,3984
1.0451,4304
0.9212,3335
0.9115,3259
1.0067,3985
1.0131,4140
0.9322,3430
1.0153,3986
0.932,3414
0.9855,3815
0.9783,3822
1.0774,4732
1.0132,4041
0.9839,3813
1.0241,4222
1.0701,4651
1.0515,4497
0.9905,3895
0.9006,3220
1.0791,4680
0.9843,3852
1.0336,4200
1.0296,4184
1.0702,4514
1.08,4596
1.0589,4468
0.9413,3542
0.9979,3993
1.0082,4093
0.9112,3248
1.0584,4555
1.0949,4802
0.9626,3663
0.9756,3834
1.0325,4306
0.9138,3337
1.0588,4361
0.9367,3360
0.9555,3625
0.9001,3154
1.0781,4728
0.9012,3249
0.9244,3393
1.0735,4559
0.9735,3698
1.0992,4897
1.0611,4552
0.9937,3939
0.9661,3784
1.0575,4464
1.0563,4482
0.9813,3818
0.9059,3242
1.0646,4478
1.0924,4772
0.9256,3295
1.0224,4036
1.0763,4665
0.9702,3782
1.0483,4366
0.9766,3794
1.0946,4824
0.9234,3374
0.9857,3836
0.962,3646
0.9484,3484
0.9039,3264
0.9995,4055
1.0474,4407
1.0502,4444
1.0217,4181
0.9301,3429
0.9305,3380
0.9372,3514
1.0852,4656
1.0844,4704
0.9305,3388
1.04,4439
1.0314,4194
1.098,4882
1.0106,4136
0.9335,3365
1.0616,4513
0.9544,3672
1.0886,4748
1.0744,4608
1.0319,4224
1.099,4929
0.953,3577
1.0273,4174
0.9932,3891
1.02,4247
0.9956,3917
0.9491,3610
1.0444,4359
1.0884,4660
1.0182,4110
1.0705,4511
0.9287,3340
0.9383,3495
1.0131,4033
0.9359,3460
0.9818,3820
1.0742,4630
0.9448,3504
0.9645,3722
1.0273,4250
1.099,4894
0.9204,3442
0.9711,3748
0.9964,3954
1.0294,4193
1.0123,4136
1.0493,4457
0.9805,3699
1.0795,4756
1.0401,4368
1.0321,4216
1.0316,4190
1.0394,4188
0.9044,3125
1.0159,4080
1.0061,3988
0.993,3981
0.9941,3842
1.0815,4768
1.0677,4625
1.0974,4709
0.993,4071
1.0241,4269
1.0125,4025
0.9153,3244
1.0019,4032
1.0895,4762
0.9864,3871
1.0449,4326
1.0968,4720
1.0257,4172
1.0687,4545
0.9554,3642
1.0011,4019
1.0723,4561
0.9894,3879
1.0898,4873
1.0184,4107
0.9662,3705
1.0184,4075
1.0597,4479
0.933,3438
1.0133,4214
1.0152,4194
1.0051,3941
0.9356,3469
1.0432,4227
0.9797,3883
0.9559,3628
1.0072,4066
0.9421,3536
0.9679,3739
1.0883,4686
0.9243,3389
1.0776,4638
1.0474,4383
0.9223,3336
0.9769,3833
0.9649,3754
0.9461,3582
1.0419,4363
0.9653,3642
1.0639,4526
1.0971,4835
1.0916,4873
1.0588,4509
0.9486,3539
1.0248,4190
0.9382,3397
0.9734,3768
0.9629,3676
0.9849,3900
0.9546,3533
0.9211,3318
0.972,3661
1.0042,4078
1.0586,4515
0.9831,3866
0.9601,3672
1.0813,4594
1.0573,4479
0.906,3270
0.9413,3519
1.0909,4688
0.9611,3535
1.0746,4589
1.0868,4779
0.9113,3279
1.0833,4707
0.9944,3888
1.0235,4262
0.9693,3702
1.0584,4488
0.988,3808
1.0216,4112
1.0244,4309
1.03,4188
1.0462,4434
0.9274,3373
1.0989,4982
1.0578,4422
1.005,4073
1.0188,4193
0.9063,3217
1.071,4501
1.0211,4179
0.9718,3778
0.9406,3487
0.9845,3810
1.077,4705
0.9756,3729
1.0381,4240
1.0161,4182
1.0048,3952
0.9752,3735
1.0059,3998
1.0528,4442
1.0488,4390
0.9155,3291
0.9103,3326
0.9606,3633
0.9318,3366
0.9837,3880
0.904,3194
0.945,3511
1.086,4747
1.0407,4319
0.945,3485
1.0633,4476
0.9123,3243
0.9892,3844
0.9795,3886
0.9584,3581
0.9659,3680
1.0353,4303
1.0228,4240
0.9089,3249
0.9225,3307
1.0071,3989
0.9954,3898
1.0512,4343
1.0132,4072
1.0946,4848
1.0516,4364
0.9742,3828
1.0126,4005
1.0021,3933
1.0303,4307
0.9212,3318
1.0227,4163
0.9193,3426
0.9668,3725
1.0863,4684
1.0308,4196
1.0564,4414
1.054,4422
1.0825,4725
0.9122,3283
1.0802,4614
0.9305,3290
1.0915,4843
0.9218,3454
1.0109,4153
0.9966,3819
0.983,3855
0.9402,3490
1.0968,4891
1.0036,3946
0.953,3560
0.9343,3442
1.0079,3992
0.9091,3252
0.9262,3414
0.9598,3576
1.0512,4498
1.0457,4374
0.974,3788
1.0228,4105
1.0665,4600
1.0813,4626
1.0401,4377
0.9816,3853
0.902,3175
1.0506,4449
1.0025,4002
1.013,4006
0.994,3929
1.0888,4797
0.9218,3362
0.9428,3500
1.0106,3965
1.085,4778
1.0851,4731
0.9615,3693
1.0629,4574
0.9795,3735
0.9894,3858
1.0104,4145
1.063,4404
1.0944,4811
1.0887,4818
1.0612,4478
1.0573,4461
0.9765,3740
0.9163,3306
1.0061,4037
0.9338,3312
1.0258,4191
0.9289,3410
1.0701,4547
0.9929,3920
0.9564,3678
0.9466,3568
0.9883,3880
1.0123,4148
0.997,3902
1.0662,4599
0.999,4006
0.9392,3493
0.9563,3707
0.9332,3396
1.0887,4783
0.9356,3298
1.0335,4168
