1.4589,8535
0.8561,2897
1.4932,8887
0.7344,1981
0.7265,1904
1.3976,7864
1.103,4929
0.4233,394
0.9495,3471
0.4192,400
1.5774,9940
1.0222,4187
0.5708,1081
1.4304,8394
1.1405,5247
0.8865,3042
1.2793,6540
0.9292,3301
0.5066,675
0.5516,954
0.6371,1385
1.5046,9233
0.9357,3516
0.9968,4000
1.1311,5106
0.8046,2457
1.1898,5762
0.5271,831
0.8554,2820
1.1546,5492
0.5849,1107
0.7792,2351
1.0401,4320
1.1068,4967
1.5157,9099
1.2308,6022
1.1467,5267
0.4116,377
1.5062,9049
1.4753,8794
1.0313,4221
1.4498,8488
0.6582,1516
0.7309,1951
0.4946,676
0.5664,1047
0.6086,1243
1.1473,5236
0.8692,2933
1.2014,5675
1.3272,7025
0.6641,1572
0.7288,1975
1.1378,5158
1.5188,9216
0.4522,520
1.4866,9012
1.0062,4020
0.9718,3787
1.3251,7002
1.5716,10124
0.7718,2245
1.2489,6248
0.4792,654
0.7839,2223
1.5086,9295
0.9265,3428
1.0292,4175
0.6446,1437
0.8753,3045
1.0414,4328
0.9505,3559
0.4111,399
1.267,6567
0.8596,2930
1.4388,8496
1.2357,6241
1.3248,7189
1.5523,9611
0.4413,462
0.4767,665
0.6444,1480
0.9055,3127
0.7827,2328
1.0362,4350
1.5784,9988
1.2197,5985
1.3144,7054
1.0115,4097
0.9175,3324
0.431,451
0.9173,3318
1.1567,5345
1.0716,4544
0.6064,1254
1.1897,5610
1.5413,9601
0.4758,644
0.7103,1860
0.9772,3828
0.9907,3858
0.5865,1105
1.1206,5057
1.0099,4020
1.0245,4117
0.6691,1589
1.1296,5199
1.3968,7741
1.2304,6235
0.8405,2767
0.9197,3284
0.5452,886
0.4282,446
0.672,1625
0.4749,637
0.5048,699
1.1222,5062
1.564,9810
1.2814,6617
1.3772,7808
0.4907,694
0.9312,3448
1.0495,4426
0.8783,3063
0.9023,3145
1.483,8852
1.4841,8914
1.4813,8982
1.3721,7590
1.1547,5280
0.8617,2953
0.6666,1598
0.456,543
0.5475,972
1.252,6416
1.0436,4285
0.6062,1201
1.3729,7542
0.7425,2017
1.0461,4460
0.4647,583
0.9456,3575
0.4742,590
0.7198,1921
0.4804,658
1.5406,9569
0.9325,3506
1.5396,9570
1.4831,8799
0.8812,3037
1.5445,9638
0.6583,1583
0.6837,1709
1.0496,4351
0.631,1398
1.1467,5221
0.6377,1421
1.5913,10058
0.819,2581
0.5564,983
1.4991,9093
0.7399,2031
1.049,4396
0.7643,2182
1.4472,8364
0.9282,3407
0.9058,3199
0.6901,1725
0.492,662
1.4369,8353
1.1001,4958
0.5381,851
0.7164,1918
1.2905,6760
1.3745,7692
1.5701,9960
1.2679,6655
1.2484,6194
1.0817,4693
1.5023,9234
0.9333,3365
1.2064,5906
0.7048,1813
0.8772,2961
1.1465,5221
0.6315,1371
1.449,8477
1.2801,6576
0.6774,1642
1.573,9954
0.546,886
0.7735,2200
1.0686,4464
1.253,6303
0.4341,493
1.4991,9159
0.8726,3010
0.4339,509
0.7101,1816
1.2884,6696
1.5697,9850
1.0166,4086
0.634,1327
0.5728,1046
1.3663,7474
1.3544,7355
0.726,1900
1.4335,8274
0.6307,1329
0.4091,392
1.2332,6062
0.7769,2295
1.0888,4677
0.8152,2522
0.878,3018
0.4206,429
1.0511,4459
0.6177,1279
0.5836,1135
0.9955,3858
1.5553,9749
0.5203,787
1.1325,5129
0.553,960
0.544,952
0.8376,2726
1.1064,4952
1.0039,3933
0.7524,2125
1.0992,4876
0.5248,846
1.4521,8435
0.4171,420
1.1593,5391
0.7541,2130
1.4421,8448
1.5304,9456
1.0752,4654
1.413,8039
0.9746,3769
0.8933,3058
0.9228,3366
1.5165,9334
0.7551,2114
0.6407,1432
0.8328,2680
1.501,9143
1.0816,4741
1.5031,9142
1.0782,4570
1.1076,5004
0.5517,938
0.4689,644
0.4728,607
1.3464,7327
1.525,9418
0.9184,3396
1.4327,8232
0.5018,701
0.4671,504
0.813,2560
1.0221,4147
0.9075,3223
1.2896,6634
1.555,9688
1.1194,4988
1.209,5825
1.5217,9284
1.0821,4730
1.1756,5534
1.1426,5204
1.4455,8416
0.9907,3938
0.5718,1036
1.3913,7851
1.2309,6168
0.4892,640
1.5588,9844
1.3502,7440
0.5969,1130
1.1464,5208
0.7688,2194
1.0653,4574
0.6975,1832
0.4099,374
0.782,2356
1.1448,5282
0.9301,3392
0.9826,3839
0.68,1700
0.6231,1328
1.0888,4794
1.0875,4631
0.8728,3060
0.9852,3864
0.9901,3902
0.408,366
0.6669,1520
0.4381,425
0.4221,426
0.5595,1010
1.0865,4759
0.796,2462
0.6783,1671
1.0364,4223
