GCPA,Greedy,Baseline,Better Baseline
27,19,37,28
28,19,37,29
29,19,37,24
28,22,43,28
28,22,43,28
28,22,43,29
28,21,43,31
30,20,36,28
29,19,37,28
24,20,41,29
23,20,41,28
24,19,41,29
27,20,44,26
27,20,44,27
27,20,44,31
27,20,44,29
27,21,41,26
26,22,41,31
28,20,33,25
27,20,33,29
30,22,43,28
26,20,33,28
30,19,30,27
27,19,30,27
26,20,33,29
27,20,33,30
27,19,41,27
22,20,33,28
28,20,33,26
26,22,43,28
28,22,35,27
29,20,33,29
25,20,33,26
26,20,33,29
23,11,27,17
23,11,27,16
23,11,27,16
19,1,1,1
31,20,41,25
29,22,41,27
25,22,41,26
28,20,41,28
24,20,41,23
25,23,40,24
30,19,39,29
23,22,36,25
28,20,33,30
30,20,33,28
28,20,33,27
30,19,45,26
30,19,45,28
30,19,45,30
29,21,45,31
29,21,45,28
29,21,45,27
20,20,33,29
20,20,33,28
26,20,46,27
26,20,46,29
31,21,46,27
29,21,46,26
29,22,45,28
28,22,43,28
26,21,45,28
21,21,45,28
27,21,45,30
21,21,45,30
28,21,45,26
23,22,45,29
27,20,38,26
29,20,38,30
26,21,39,26
27,23,42,32
26,22,33,27
21,21,41,31
29,20,41,25
30,21,41,28
21,21,38,28
29,21,41,26
28,21,42,27
24,21,44,25
27,20,33,25
20,2,4,2
30,19,41,24
20,1,1,1
23,1,1,1
28,20,43,28
20,20,43,28
27,20,43,27
29,21,41,25
27,21,41,28
28,18,39,26
26,21,44,26
27,21,40,27
28,21,38,25
28,21,38,26
27,20,33,28
26,20,33,25
27,20,33,28
28,21,38,26
30,21,37,28
26,20,41,26
26,20,33,29
25,20,33,27
29,20,33,24
22,22,41,27
27,20,33,27
28,21,33,26
19,20,38,27
27,21,44,27
23,20,33,27
29,20,33,25
22,20,41,30
25,20,33,28
26,20,38,26
25,20,36,29
26,21,36,27
28,19,35,27
28,19,35,27
28,19,35,26
27,21,41,25
26,20,41,27
26,20,33,31
30,20,33,25
28,20,33,30
26,20,33,25
27,21,36,28
25,22,35,31
25,22,35,27
25,20,33,29
25,22,35,31
25,22,35,26
23,20,33,32
29,20,33,26
26,22,36,28
30,20,33,26
26,20,33,29
28,22,35,26
28,19,41,25
22,20,41,25
27,21,41,28
27,21,41,27
29,21,37,26
28,20,41,26
28,21,43,25
28,20,42,27
28,21,43,30
27,22,43,27
28,21,43,30
29,20,43,28
21,21,42,26
26,21,43,31
29,20,33,26
28,21,38,29
28,20,33,23
21,21,41,28
14,4,6,5
27,20,46,27
26,20,33,30
26,21,38,29
30,21,41,28
29,20,33,25
28,19,39,27
28,21,36,29
25,20,35,27
25,19,35,26
25,21,39,25
27,20,44,27
27,20,44,26
24,22,41,27
29,21,39,28
28,21,39,30
28,22,43,27
28,20,37,28
22,22,35,25
28,22,41,27
26,20,33,28
26,21,38,28
26,20,33,26
19,19,36,29
28,21,44,30
25,20,43,27
28,22,46,28
30,23,38,27
28,18,45,30
27,20,38,25
21,21,45,28
21,21,45,29
28,21,45,30
29,21,42,28
20,19,39,23
22,19,40,27
21,19,40,28
26,19,40,26
28,19,40,24
27,21,45,29
27,21,45,25
28,21,45,27
28,19,40,27
25,18,44,25
25,19,39,27
30,18,44,25
29,20,41,27
29,20,41,29
22,21,40,27
25,21,43,27
25,21,43,29
24,22,43,27
26,22,36,27
28,23,36,30
30,18,43,26
26,18,43,30
25,18,43,28
27,18,43,29
29,18,43,30
19,18,43,29
29,18,43,28
28,18,43,29
26,21,44,28
29,21,41,27
23,23,40,30
27,21,41,28
28,21,41,27
28,20,44,26
27,22,35,27
27,22,35,30
27,22,35,28
27,22,35,29
26,22,43,28
26,22,43,25
26,22,43,29
26,22,43,30
27,20,35,26
26,21,36,28
26,21,35,22
25,18,42,25
30,22,37,26
26,21,35,24
29,20,37,25
28,21,41,26
21,20,33,27
28,20,44,28
29,20,33,28
29,19,40,24
24,22,41,26
28,19,36,32
29,21,36,25
29,21,36,28
26,19,34,30
29,21,36,28
28,20,41,25
30,20,33,30
22,20,33,25
27,21,41,27
27,20,44,25
27,23,38,31
23,20,33,28
26,20,33,30
29,20,33,24
31,20,33,26
27,20,33,30
27,20,36,32
25,21,35,29
26,20,33,22
25,20,35,28
30,20,33,28
26,22,43,28
27,22,35,31
26,22,43,29
28,20,36,26
28,21,43,29
28,20,40,31
27,20,35,25
26,19,35,27
27,20,38,29
27,20,38,28
27,23,38,25
28,21,36,30
26,20,35,27
25,20,33,29
27,20,33,28
28,21,40,30
28,21,40,25
28,21,40,27
28,21,40,28
28,21,40,26
28,21,40,29
28,21,40,26
27,19,43,26
33,19,43,29
28,19,43,28
27,19,43,25
28,19,43,27
28,21,43,27
28,21,43,28
27,24,46,28
30,24,46,28
30,20,38,27
27,20,43,30
29,20,38,26
24,20,33,26
27,19,35,27
25,20,41,24
25,21,41,26
22,20,33,29
25,20,33,26
20,14,28,19
27,20,33,27
30,21,36,25
30,21,36,26
29,21,32,26
27,21,32,27
29,22,37,29
29,22,45,28
26,19,45,27
29,22,39,27
28,20,45,26
26,20,39,27
27,20,41,25
31,21,41,26
22,22,41,26
30,22,34,26
27,20,33,29
30,21,39,25
29,21,39,29
26,21,39,27
29,21,38,28
26,21,39,27
29,19,41,28
21,21,39,25
25,22,40,29
28,21,35,27
27,20,35,25
25,21,40,27
28,21,40,28
25,19,40,25
25,19,40,29
25,19,40,28
28,21,43,27
29,20,33,25
28,20,33,26
27,20,33,27
26,20,33,30
27,19,33,30
24,21,40,24
27,20,45,27
27,20,45,27
27,20,45,28
27,20,45,26
27,20,45,27
27,20,45,28
27,20,45,25
1,1,1,1
21,17,38,18
24,17,38,22
30,22,41,25
22,22,44,28
22,22,44,26
31,19,40,26
22,22,44,29
22,22,44,27
28,23,34,27
28,23,34,28
27,21,43,27
21,21,43,27
29,21,43,28
25,21,43,26
27,21,43,29
22,22,38,29
27,19,31,29
23,19,31,29
28,20,36,26
28,22,37,27
29,22,38,25
27,23,45,27
26,19,41,25
25,21,35,25
25,21,32,25
28,21,41,28
24,22,36,29
26,21,42,26
30,21,42,28
30,21,42,28
30,21,42,27
30,21,42,29
30,21,42,32
30,21,42,29
26,21,42,29
29,21,41,28
29,21,41,27
18,18,39,25
22,21,38,28
27,20,39,32
20,20,39,26
27,22,42,27
27,22,42,29
27,22,42,29
27,22,42,27
27,22,42,28
27,22,42,27
27,22,42,28
26,21,43,27
27,21,43,26
27,20,36,30
27,20,36,25
28,19,43,28
28,19,43,28
28,19,43,29
28,19,43,27
28,19,43,24
28,19,43,25
28,19,43,27
28,19,43,26
28,19,43,26
28,19,43,26
28,19,43,26
28,19,43,26
28,19,43,26
17,1,1,1
8,1,1,1
26,22,41,26
15,12,25,18
29,21,44,33
28,21,41,31
29,20,43,27
28,22,34,28
28,21,41,28
29,23,41,25
6,6,12,6
22,21,37,26
26,21,38,28
29,20,40,28
15,6,12,6
26,20,43,29
28,22,34,28
29,20,40,28
29,21,43,28
27,21,44,27
25,22,44,31
24,7,22,9
24,7,22,13
30,22,41,26
26,22,40,26
26,22,40,26
23,10,16,12
22,10,16,14
21,10,30,15
28,22,41,29
23,8,19,8
21,12,28,15
20,1,1,1
28,21,42,27
27,21,42,30
23,22,43,30
27,21,40,29
27,21,40,26
22,3,3,3
22,2,4,2
23,1,1,1
19,1,1,1
29,19,43,24
20,2,2,2
26,19,35,27
25,21,35,30
26,19,35,24
26,19,35,26
26,19,35,25
26,19,35,23
26,19,35,25
26,19,35,23
26,19,35,24
26,19,35,25
26,19,35,24
26,19,35,26
26,19,35,24
26,19,35,24
20,2,2,2
26,19,35,23
26,19,35,23
26,19,35,24
26,19,35,24
26,19,35,25
26,19,35,24
26,19,35,25
26,19,35,25
26,19,35,24
26,19,35,25
26,19,35,22
26,19,35,21
26,19,35,28
26,19,35,25
26,19,35,22
26,19,35,23
26,19,35,24
26,19,35,25
26,19,35,25
26,19,35,23
28,19,43,26
19,19,43,26
26,19,35,23
26,21,35,29
26,21,35,26
26,19,43,26
20,2,2,2
26,19,35,26
26,19,35,24
26,19,35,25
26,19,35,24
26,19,35,25
26,19,35,26
26,19,35,23
26,19,35,24
26,19,35,24
26,19,35,24
26,19,35,25
26,19,35,28
26,19,35,26
26,19,35,21
26,19,35,23
26,19,35,25
26,19,35,23
26,19,35,25
26,19,35,23
26,19,35,24
26,19,35,26
26,19,35,23
26,19,35,26
26,19,35,26
26,19,35,23
26,19,35,26
26,21,35,31
27,22,41,29
23,22,41,28
27,22,41,30
22,22,41,30
28,22,41,27
29,22,41,29
29,22,41,29
23,22,41,27
27,22,41,28
20,2,2,2
29,19,43,29
26,19,35,25
26,19,35,23
26,19,35,27
26,19,35,23
26,19,35,24
22,22,41,28
22,22,41,30
29,22,41,31
27,19,43,25
26,19,35,24
27,22,41,28
26,22,41,27
20,2,2,2
27,20,41,27
20,2,2,2
30,21,37,28
28,21,37,27
29,22,41,28
20,2,2,2
20,2,2,2
26,19,35,26
26,22,41,28
29,22,41,28
26,19,35,25
22,22,41,28
30,19,43,29
26,19,35,26
29,22,41,28
28,22,41,28
20,2,2,2
20,2,2,2
26,19,43,29
26,19,35,25
27,22,41,28
27,21,32,27
20,2,2,2
20,2,2,2
20,2,2,2
26,19,35,24
28,22,41,33
26,19,35,24
27,22,41,27
23,22,41,29
26,19,35,25
27,22,41,29
25,19,43,23
27,19,43,25
23,19,43,27
26,19,35,23
22,22,41,28
20,2,2,2
26,19,35,25
28,22,41,28
21,21,32,28
26,19,35,25
29,22,41,28
29,22,41,27
23,22,41,30
27,22,41,28
22,22,41,28
22,22,41,29
29,22,41,29
27,22,41,26
26,22,41,33
29,22,41,28
26,19,35,24
26,22,41,29
29,19,43,25
27,19,43,27
26,19,35,25
29,22,41,28
26,19,35,22
22,22,41,28
26,19,35,23
26,19,35,26
26,19,35,23
26,19,35,26
26,19,35,24
26,19,35,23
26,19,35,24
26,19,35,24
26,19,35,25
26,19,35,24
29,22,41,29
20,2,2,2
28,22,41,26
27,22,41,27
26,19,35,25
26,19,35,25
26,19,35,25
26,19,35,22
28,22,41,28
27,22,41,29
23,22,41,29
26,19,35,25
27,22,41,28
26,19,35,24
22,22,41,32
26,19,43,28
24,19,43,22
28,19,43,25
26,19,35,26
28,22,41,32
26,19,35,23
29,22,41,28
29,22,41,33
23,22,41,28
26,19,35,24
27,22,41,27
26,19,35,26
22,22,41,28
26,19,35,23
22,22,41,29
26,21,32,29
21,19,43,30
25,21,43,26
24,19,43,25
30,19,43,26
29,21,43,27
21,21,43,25
27,21,43,29
27,19,43,26
20,2,2,2
26,19,43,26
27,19,43,28
29,22,41,25
26,19,35,23
27,22,41,31
27,20,43,26
25,19,43,25
20,19,43,24
26,19,35,25
26,22,41,28
20,2,2,2
24,19,43,27
29,19,43,30
29,22,41,27
25,19,43,23
23,19,43,28
26,19,35,25
26,22,41,30
20,2,2,2
26,19,43,28
29,22,41,30
30,19,43,26
26,19,35,24
22,22,41,27
29,22,41,28
28,22,41,29
27,22,41,29
26,19,35,26
26,19,35,24
26,19,35,24
26,19,35,23
26,19,35,25
26,19,35,22
26,19,35,25
26,19,35,24
26,19,35,25
26,19,35,23
26,19,35,27
26,19,35,25
26,19,35,27
26,19,35,21
26,19,35,24
26,19,35,24
26,19,35,25
26,19,35,24
28,22,41,31
20,2,2,2
20,2,2,2
27,19,43,27
26,19,35,23
27,22,41,28
23,22,41,28
27,22,41,28
22,22,41,30
28,22,41,26
28,19,43,23
20,2,2,2
28,21,43,30
31,19,43,25
24,19,43,22
22,19,43,28
20,2,2,2
19,19,43,26
26,19,35,25
29,22,41,28
22,19,43,30
20,19,43,24
29,22,41,27
20,2,2,2
26,19,35,27
23,22,41,30
27,22,41,31
26,19,35,24
23,19,43,22
26,19,35,22
22,22,41,30
28,19,43,25
27,19,43,27
20,2,2,2
20,2,2,2
26,19,35,23
22,22,41,29
26,19,35,27
26,19,35,25
26,19,35,21
29,22,41,33
27,22,41,31
26,19,35,24
26,19,35,24
26,19,35,26
26,19,35,26
26,19,35,24
26,19,35,23
26,19,35,24
26,19,35,25
26,19,35,25
26,19,35,25
26,19,35,23
26,19,35,25
26,19,35,25
26,19,35,21
26,19,35,25
26,19,35,24
26,19,35,25
26,19,35,24
26,19,35,24
26,19,35,25
26,19,35,25
26,19,35,24
26,19,35,24
26,19,35,23
26,22,41,27
29,22,41,27
26,22,41,31
29,22,41,28
21,19,43,25
28,19,43,25
22,22,41,30
26,19,35,24
26,19,35,25
26,19,35,24
26,19,35,25
26,19,35,26
26,19,35,23
26,19,35,25
26,19,35,24
26,19,35,24
26,19,35,25
26,19,35,26
26,19,35,26
26,19,35,23
26,19,35,25
26,19,35,28
29,22,41,30
28,22,41,28
27,22,41,29
26,19,35,24
26,19,35,24
26,19,35,24
26,19,35,24
26,19,35,26
26,19,35,25
26,19,35,23
26,19,35,25
26,19,35,21
26,19,35,26
26,19,35,25
26,19,35,23
28,22,41,29
27,22,41,28
20,2,2,2
23,22,41,28
20,2,2,2
26,19,35,24
27,22,41,31
22,22,41,30
28,22,41,29
28,19,43,30
19,19,43,22
26,19,35,28
29,22,41,29
29,22,41,29
23,22,41,32
26,19,35,23
27,22,41,29
26,19,35,26
22,22,41,26
22,22,41,28
29,22,41,31
27,22,41,27
26,22,41,28
29,22,41,27
26,22,41,27
29,22,41,29
22,22,41,26
29,22,41,28
24,19,43,23
26,19,35,25
28,22,41,29
29,21,40,26
26,20,43,24
20,20,43,26
23,19,43,25
26,19,43,26
27,20,43,25
25,20,43,29
21,19,43,28
20,2,2,2
26,19,35,26
26,19,35,23
25,21,35,28
24,20,34,27
25,19,43,24
28,19,43,26
26,19,35,24
25,21,35,28
24,20,34,29
20,2,2,2
20,2,2,2
30,21,36,28
25,21,35,29
24,20,34,29
28,19,43,28
24,20,34,29
24,20,34,30
24,20,34,25
27,19,43,25
24,20,34,26
24,20,34,30
27,19,43,25
20,2,2,2
24,20,34,27
20,2,2,2
20,2,2,2
24,20,34,27
29,19,43,26
28,19,43,26
20,2,2,2
24,20,34,27
28,21,43,27
28,21,43,23
28,21,43,28
24,20,34,26
24,19,43,27
24,20,34,27
29,19,43,26
20,2,2,2
28,19,43,28
24,20,34,31
28,21,42,25
28,21,42,28
28,21,42,29
28,21,42,27
28,21,42,28
28,21,42,27
28,21,42,28
28,21,42,26
28,21,42,26
28,21,42,25
28,21,42,26
28,21,42,27
28,21,42,26
28,21,42,28
28,21,42,28
28,21,42,29
28,21,42,26
28,21,42,27
28,21,42,28
28,21,42,29
28,21,42,28
28,21,42,25
28,21,42,27
28,21,42,28
28,21,42,28
28,21,42,25
28,21,42,29
28,21,42,27
28,21,42,29
24,20,34,26
24,20,34,32
28,21,42,25
24,20,34,26
19,19,43,25
26,19,43,26
29,19,43,24
27,19,43,26
24,20,34,28
23,21,43,27
26,21,43,28
30,19,43,30
26,19,43,23
26,21,41,21
20,2,2,2
24,20,34,27
25,19,43,23
24,20,34,26
24,20,34,26
27,19,43,29
24,20,34,28
24,20,34,28
20,2,2,2
23,19,43,23
28,21,42,26
27,21,42,28
29,19,43,22
24,20,34,25
28,21,35,25
24,20,34,29
27,19,43,29
20,2,2,2
20,2,2,2
24,21,35,25
27,20,39,26
29,20,39,26
24,20,39,28
9,3,3,3
27,23,38,25
23,5,15,8
29,19,39,28
27,19,40,27
26,19,40,27
24,19,40,30
22,20,45,28
27,21,31,24
22,22,34,31
21,8,19,10
21,8,19,10
21,8,19,10
29,20,37,25
28,20,40,25
24,20,40,26
17,17,34,23
17,17,34,25
28,15,35,19
28,15,35,21
26,20,39,28
5,4,8,6
5,4,8,5
24,20,41,28
22,20,41,28
22,20,39,28
20,19,39,25
25,19,39,25
25,19,39,28
23,19,39,26
26,19,39,28
27,20,39,29
20,20,39,30
28,20,39,29
29,20,39,24
27,20,39,30
29,20,39,25
27,20,39,29
29,22,41,24
28,20,33,25
24,17,28,22
24,17,28,21
24,17,28,21
24,17,28,21
29,21,35,28
29,21,35,23
27,19,40,29
30,21,41,23
29,21,35,26
22,4,10,6
22,4,10,6
22,4,10,6
26,22,38,26
30,22,43,30
24,21,40,26
20,2,5,3
7,2,5,3
28,20,37,27
28,20,35,28
27,20,40,31
25,19,30,28
29,20,38,27
27,19,30,25
27,20,38,27
27,20,35,28
25,20,35,27
25,20,35,25
25,22,43,32
29,22,43,25
29,22,43,26
28,20,35,27
29,20,35,26
27,20,35,27
26,20,35,25
25,20,35,24
28,20,35,25
23,20,35,25
28,20,35,26
28,20,35,26
27,20,35,30
28,20,35,26
28,20,35,27
29,21,40,29
27,21,40,27
27,21,40,27
29,21,40,30
28,21,40,28
27,21,40,29
27,21,40,27
25,21,40,29
28,21,40,27
28,21,40,25
26,20,35,26
23,20,35,26
28,20,35,24
25,20,35,26
27,20,35,27
26,20,35,28
27,20,46,30
26,20,46,28
26,20,46,27
26,20,46,27
26,20,46,31
26,20,46,27
26,20,46,31
26,20,46,27
26,20,46,27
26,20,46,29
26,20,46,30
26,20,35,25
25,20,35,25
26,20,35,26
28,20,35,25
27,20,35,26
25,20,35,27
25,20,35,26
28,20,35,24
25,21,41,26
29,20,35,25
27,20,35,29
26,20,35,27
25,20,35,27
28,20,35,27
23,20,35,24
28,20,35,26
28,20,35,26
27,20,35,24
28,20,35,26
28,20,35,30
26,20,35,25
23,20,35,28
28,20,35,27
25,20,35,26
24,19,36,27
27,20,35,25
26,20,35,28
27,22,41,25
25,20,41,28
26,20,35,23
25,20,35,28
26,20,35,26
28,20,35,25
26,21,41,27
21,20,38,26
29,20,38,26
27,20,35,27
25,20,35,27
27,21,35,27
27,21,35,29
25,20,35,28
28,20,35,24
22,1,1,1
22,1,1,1
22,1,1,1
22,1,1,1
22,1,1,1
29,20,35,29
27,20,35,27
26,20,35,23
25,20,35,27
19,19,36,29
31,19,38,27
28,20,35,25
23,20,35,27
28,20,35,29
28,20,35,26
27,20,35,26
28,20,35,25
28,20,35,25
26,20,35,26
22,20,37,26
28,20,42,29
23,20,35,25
28,20,35,25
25,20,35,26
26,21,36,29
28,20,38,28
27,20,35,27
26,20,35,27
26,20,35,26
26,21,34,29
28,19,36,29
28,19,36,30
29,19,36,28
27,19,36,27
30,19,36,31
27,19,36,27
27,19,36,25
22,19,36,32
23,19,36,29
26,19,36,27
21,3,5,3
25,20,35,24
26,20,35,24
27,18,31,28
28,18,31,30
25,20,36,27
27,20,36,29
25,20,32,27
28,20,35,28
22,1,1,1
22,1,1,1
22,1,1,1
22,1,1,1
22,1,1,1
22,1,1,1
27,20,35,29
28,19,36,28
28,19,36,28
25,20,36,25
25,20,36,29
25,20,36,27
25,20,36,29
25,20,36,25
25,20,36,28
24,22,36,28
24,22,36,30
25,23,36,27
25,20,35,24
25,20,35,28
28,21,43,28
27,21,43,29
27,21,43,28
26,21,43,27
28,19,36,26
28,19,36,28
29,22,33,27
22,18,44,30
25,20,36,27
28,20,35,30
23,20,36,28
29,20,35,24
28,19,39,29
27,20,35,26
26,20,35,26
25,20,35,26
28,20,35,24
23,20,35,26
28,20,35,24
28,20,35,26
27,20,39,25
25,21,40,28
27,21,36,29
27,21,36,27
27,21,36,25
27,20,35,29
28,20,35,26
28,20,35,25
26,20,35,27
23,20,35,25
26,21,36,26
28,20,35,24
25,20,35,25
27,20,35,26
26,20,35,29
29,21,44,29
26,20,35,24
25,20,35,25
27,22,44,31
26,20,35,25
28,20,35,24
27,21,41,28
27,20,35,25
25,20,35,26
25,20,35,26
28,20,35,24
29,20,35,28
27,20,35,28
26,20,35,24
25,20,35,26
28,20,35,32
23,20,35,23
32,20,36,27
22,19,30,24
27,19,30,27
28,20,41,29
28,20,41,23
29,18,38,27
26,19,30,25
30,19,30,27
27,20,44,27
22,21,40,26
28,19,33,28
19,19,33,29
27,20,44,25
22,21,39,29
28,21,39,27
21,21,39,25
26,21,39,27
27,21,39,30
28,20,35,24
27,21,36,26
28,20,36,30
25,20,36,28
28,20,35,26
27,21,38,29
21,21,38,29
25,7,30,12
27,20,45,27
27,20,35,27
28,20,35,24
28,19,35,26
19,19,35,26
28,20,35,27
26,20,35,26
23,20,35,27
28,20,35,26
25,20,35,25
27,20,35,25
25,21,39,25
31,21,39,27
26,20,35,25
19,19,30,27
20,19,30,26
22,23,41,23
26,20,35,24
25,20,35,28
25,19,30,26
26,20,37,27
26,20,35,28
26,20,36,29
28,20,35,26
27,20,35,26
25,20,35,23
25,20,35,27
28,20,35,26
30,21,35,26
29,21,35,28
28,21,45,26
27,20,44,28
26,19,38,25
27,22,41,30
28,20,35,26
23,20,35,26
26,22,39,31
26,20,45,30
28,20,35,24
28,20,35,26
27,20,35,27
28,20,35,24
28,20,35,27
27,24,32,27
26,20,35,26
23,20,35,24
28,20,35,24
25,20,35,27
27,21,41,24
27,20,35,27
26,20,35,27
27,21,41,25
21,21,41,28
21,21,37,26
28,20,41,30
27,20,44,24
26,20,37,27
26,20,37,30
28,21,37,29
25,22,38,31
30,19,44,27
27,20,40,29
28,20,40,25
26,20,38,27
27,21,44,28
29,21,44,29
26,21,44,28
28,21,44,27
29,21,44,30
17,8,16,9
23,8,16,10
23,8,16,12
29,22,38,31
27,22,38,29
26,21,41,27
28,21,42,29
22,20,43,26
24,22,35,27
25,22,35,30
26,20,34,25
28,20,37,28
27,22,43,27
27,22,43,27
27,22,43,28
27,22,43,28
28,22,44,26
28,22,44,26
28,22,44,26
27,20,36,26
24,20,36,26
22,21,37,33
28,21,37,26
27,21,37,31
28,20,38,26
22,21,40,29
28,20,43,27
25,20,43,27
28,21,39,23
29,20,38,28
24,21,44,27
27,21,39,30
28,20,40,24
28,20,43,27
27,20,43,30
27,20,43,29
25,23,35,27
28,23,35,30
27,23,35,25
28,19,41,27
20,20,48,28
27,20,43,33
23,23,35,25
28,21,45,27
28,21,45,28
28,21,45,27
21,21,42,26
29,22,45,27
29,22,45,26
27,20,45,28
28,22,38,24
21,22,38,29
22,21,41,28
27,20,36,28
28,22,36,27
29,21,41,29
27,21,37,29
22,22,36,27
30,21,41,27
28,20,40,27
23,22,41,29
27,22,41,29
28,22,40,31
30,21,35,28
22,5,11,7
28,19,41,24
26,23,39,30
30,22,38,28
27,22,38,27
20,20,30,26
28,22,40,25
26,21,37,25
26,23,39,29
28,20,41,24
28,20,41,30
27,20,41,25
27,21,41,25
22,22,39,29
27,21,43,30
27,22,36,26
27,18,45,25
27,22,40,28
28,22,38,27
21,21,37,31
29,23,41,25
25,21,41,25
27,21,39,25
26,22,40,28
23,22,38,28
29,22,40,29
28,20,36,26
22,21,41,29
27,22,40,26
30,22,37,28
29,21,41,27
24,20,37,27
28,20,39,29
29,21,39,28
25,20,42,31
26,21,41,30
31,22,32,29
22,22,36,29
28,17,38,28
13,13,25,19
25,21,43,29
26,21,41,28
27,21,41,25
28,22,41,30
27,22,37,27
26,21,40,30
28,21,43,32
25,12,27,13
26,20,38,27
25,13,33,19
28,20,44,27
28,22,38,30
30,20,43,29
26,21,38,27
20,2,2,2
29,20,44,28
29,21,43,28
28,19,33,30
28,19,33,30
26,20,37,30
29,20,41,30
21,21,43,26
27,23,36,27
30,19,33,28
28,22,40,27
29,21,41,27
31,21,36,30
27,21,36,25
27,21,38,27
26,21,38,27
27,21,38,26
30,22,40,27
25,20,44,30
26,21,39,27
27,22,41,30
27,22,43,27
29,21,45,28
26,21,43,26
26,19,41,30
29,22,36,26
27,22,47,27
9,9,20,10
24,21,44,28
27,21,44,27
26,20,44,27
28,22,48,24
27,21,42,31
27,21,39,29
28,21,37,26
22,22,46,29
26,21,45,25
26,19,45,32
26,19,45,25
26,20,35,26
26,20,35,25
26,20,35,29
26,20,35,22
26,19,45,26
28,20,45,29
26,22,45,27
26,19,45,27
28,21,41,29
26,22,45,30
20,20,45,24
23,22,33,22
26,21,45,27
28,19,36,26
29,21,41,28
26,21,45,27
27,23,39,30
27,22,42,25
26,22,45,29
22,21,37,26
27,21,37,26
27,21,37,30
31,21,37,28
27,21,30,25
23,21,30,28
28,21,30,27
27,21,30,28
26,21,30,26
27,21,30,29
26,21,30,27
28,19,41,28
28,19,36,27
28,19,36,26
28,19,36,29
28,19,36,26
28,19,36,27
28,19,36,29
28,19,36,30
29,23,36,28
28,23,36,26
25,19,36,29
26,21,45,29
28,22,40,27
29,22,40,27
25,22,40,28
26,22,45,28
29,20,41,30
29,20,41,28
27,21,43,28
27,22,46,27
28,21,37,26
28,21,37,27
28,21,37,28
28,21,37,29
28,21,37,26
27,22,33,29
28,22,33,25
25,19,36,26
27,20,34,27
26,21,44,25
26,21,44,27
25,21,41,28
25,21,41,31
25,22,44,27
26,21,45,29
26,21,45,28
26,21,45,29
26,21,45,28
21,19,41,27
29,19,36,26
27,20,34,30
26,19,45,27
26,22,45,26
23,20,45,28
25,20,43,28
27,20,43,28
28,20,43,29
28,20,43,29
21,20,43,28
26,21,37,27
26,21,37,29
26,21,37,29
26,21,37,30
27,21,40,26
26,21,45,27
28,19,36,28
26,21,45,27
24,19,36,30
21,21,39,29
26,21,45,27
25,18,36,30
26,21,45,30
26,21,45,28
29,20,41,27
28,20,41,28
27,20,41,31
28,20,41,28
28,20,41,26
28,23,41,30
28,21,40,26
30,22,41,28
27,20,34,21
27,20,36,27
26,21,45,27
28,21,43,31
31,21,36,24
28,21,36,29
28,21,36,28
28,20,41,28
28,21,35,25
28,21,35,29
28,21,35,25
28,21,35,29
28,21,35,28
28,21,35,26
28,21,35,28
28,21,35,27
28,21,35,29
28,21,35,28
28,21,35,28
28,21,35,29
26,21,45,28
27,20,34,31
27,21,39,32
27,21,38,27
27,21,38,28
30,19,41,28
30,19,41,29
21,20,45,25
26,19,45,26
26,22,45,28
28,19,36,28
22,6,19,9
28,20,41,30
27,19,41,24
24,19,41,24
26,21,38,26
25,23,40,25
26,22,40,28
26,19,41,27
30,21,41,26
28,20,41,28
26,22,45,30
27,20,45,29
27,20,41,26
27,20,41,25
26,20,41,27
28,19,41,27
28,22,41,28
27,20,41,31
22,20,41,33
27,20,41,30
25,20,41,28
21,20,41,27
27,22,43,28
26,21,42,30
28,21,42,26
29,20,41,29
19,21,41,29
30,21,41,28
31,21,41,29
27,21,41,27
25,20,41,30
27,20,41,29
28,20,41,29
30,19,41,29
30,19,41,26
30,19,41,27
30,19,41,31
30,19,41,27
27,22,43,27
22,22,43,29
30,22,43,28
26,22,43,26
27,17,41,29
27,17,41,26
27,17,41,29
27,17,41,31
27,17,41,27
27,17,41,28
27,17,41,25
27,17,41,28
27,17,41,30
27,17,41,26
28,22,41,29
27,22,41,27
29,20,42,26
23,20,42,26
24,20,42,28
20,20,33,28
31,20,33,25
26,20,33,27
29,20,33,29
19,19,41,28
28,19,41,28
27,19,41,25
28,19,41,27
29,19,41,27
25,20,41,30
27,20,41,28
27,20,41,27
27,20,41,31
29,20,41,31
28,20,41,26
22,22,43,26
30,19,41,30
28,22,41,26
26,22,45,30
25,20,45,28
27,20,34,23
28,19,36,28
27,19,36,29
27,20,38,28
24,22,42,27
27,19,40,26
25,21,41,25
30,21,46,26
27,22,40,30
20,21,36,24
27,21,36,28
21,20,43,27
25,21,44,29
25,21,44,28
25,21,44,28
28,21,36,26
28,21,36,29
22,20,44,28
28,20,41,25
28,20,41,27
28,20,41,25
28,20,42,25
28,20,42,28
28,20,42,28
28,20,42,29
28,22,39,26
28,22,39,28
28,22,39,27
28,22,39,28
28,22,39,26
29,20,37,33
26,19,35,24
24,19,35,25
25,19,42,26
19,19,42,28
28,21,37,24
26,21,41,29
29,22,41,29
27,22,41,26
27,21,37,28
29,20,39,27
26,20,39,29
28,20,39,29
27,21,39,28
31,22,39,28
28,22,39,26
29,22,39,29
29,19,39,24
22,19,39,25
28,22,39,29
21,21,39,27
24,21,39,27
27,21,39,26
28,21,39,26
